V0000367106	木星（もくせい） あの上の方で光っている星は木星だ
P0000158584	瓜二つ（うりふたつ） 
P0000158584	その二人の兄弟は瓜二つである
V0000371979	どう思って？
P0000158585	バクテリア 細菌（さいきん） 
P0000158585	最近（さいきん）
V0000371980	ドレス
V0000371981	を　引退する（いんたい） 引退している 政界から引退する
V0000371982	バスを降りる（おります） ここで降りて下さい
V0000371983	開会する（かいかい） ここにオリンピック大会の開会を宣言します（せんげん）
P0000158586	～を　勘当する（かんどう） 感動する（かんどう）
P0000158586	息子を勘当する
V0000371984	自動販売機　（じどうはんばいき）
V0000371985	部族（ぶぞく） その部族は祖先（そせん）を崇拝している
V0000371986	宿題を出す
V0000371987	そんなの（は） そんなのは、あるの？ そんなのは、あるかよ！
V0000371988	ダンスパー
V0000371989	～に　気をつける ～に　注意する（ちゅうい） スープに塩をたくさん入れると、塩からくなるから、気をつけてください
V0000371990	鼠取り（ねずみとり） 罠（わな）
V0000371991	ピーピー 小鳥がぴーぴー鳴いている そんなにぴーぴー言うな
V0000371992	拭く（ふきます） 拭う（ぬぐいます） 顔をタオルでふいた
V0000371993	おもちゃ屋 　 おもちゃ がんぐ
V0000371994	真夏（まなつ）
V0000371995	献血する（けんけつ） 私たちはその子供を救うために献血した 献血車（けんけつしゃ）
P0000158587	衛星（えいせい） 衛生（えいせい）
P0000158587	放送衛星 人工衛星
V0000371996	白血病（はっけつびょう）
V0000371997	減る（へります） 減少する（げんしょう） 体重が減っている
V0000371998	現れる（あらわれます） 舞台（ぶたい）の右の方から、一人の漁師（りょうし）が現れた
V0000371999	縁起が悪い（えんぎ） ２は英語では縁起の悪い数字です
V0000372000	東洋人（とうようじん）
V0000372001	～に　値する（あたい） この本は一読に値する（いちどく） この問題はこれ以上の論議に値しない
P0000158588	滑る（すべります） 
P0000158588	丘を滑り降りる 戸がよく滑る
V0000372002	御曹司（おんぞうし） 相続人（そうぞくにん）
P0000158589	領地（りょうち） 領土（りょうど） ~領（りょう） 
P0000158589	韓国領（かんこくりょう） 陸地（りくち）
V0000372003	夢中に/でする（むちゅう） 彼女は夢中で本を読んだ
V0000372004	波（なみ） 波蘭（ポーランド）
V0000372005	急死する（きゅうし） 心臓発作で急死する
V0000372006	フライ返し（ふらいがえし）
V0000372007	芸能人（げいのうじん） 芸能人ぶる
V0000372008	マッコウクジラ マッコウクジラは１０００メートルの深さまで潜ることができる
V0000372009	ろば
P0000158590	のんびり（とした） 心配のない 楽天的（らくてんて)　
P0000158590	穏やか（おだやか） のんびりとした人 のんびりと暮らす
V0000372010	モルモット
V0000372011	冗談（じょうだん）を言う 冗談だろう！
V0000372012	味（あじ） 変な味がする
V0000372013	週末（しゅうまつ）
V0000372014	によると によって 友達の話によると、朋子はやっと彼を見つけたらしい
V0000372015	巻尺（まきじゃく）
V0000372016	類義語（るいぎご） 類語（るいご） ～の類語である 類語をあげる
V0000372017	前に（まえに） もっと早く 前に本で読んだ
V0000372018	初めて（はじめて）
V0000372019	出身地（しゅっしんち） どの学生も名前と出身地を聞かれた
V0000372020	送る（おくります） 出す（だします） 送信する（そうしん） 
V0000372021	恐らく（おそらく） おそらく来ないでしょう
V0000372022	中級（ちゅうきゅう）
V0000372023	～ば　よかった あの本を読めばよかった
V0000372024	缶（かん） 缶は空っぽです 缶詰の（かんづめ） 缶詰の食べ物
V0000372025	革ひも（かわひも） 綱（つな） 革ひもでつないで犬を散歩させる
V0000372026	生姜（しょうが）
P0000158591	（諺）
P0000158591	昼には目あり、夜には耳あり 
V0000372027	ボランティア活動（かつどう） 彼はボランティア活動に専念した
V0000372028	お正月（おしょうがつ）
V0000372029	そこで さてそこで問題です
P0000158592	だけど しかし　
P0000158592	このコートは素敵だけど高価すぎる
V0000372030	ニホンザル
V0000372031	軽蔑する（けいべつ） 我々は彼を臆病（おくびょう）だといって軽蔑していた
V0000372032	頭文字（かしらもじ） 木の幹に自分の頭文字を彫った 頭文字のついているハンカチ
V0000372033	非常（ひじょう） 非常の場合には、ここから出てください 試験は非常に難しかった
P0000158593	仲良し（なかよし） 親友（しんゆう）
P0000158593	大の仲良し
V0000372034	お凸（おでこ）(俗) 額（ひたい） おでこをさする 彼女はおでこが広い[狭い]
P0000158594	魚の目（うおのめ） たこ 蛸（たこ）
P0000158594	凧（たこ）
V0000372035	修士（しゅうし） 修士の学位（がくい） 彼は法学修士の学位を得た（えた）
V0000372036	～に　気が付く（きがつく） 私は時計が壊れているのに気が付いた
V0000372037	鉄（てつ） 鉄分（てつぶん）
V0000372038	～だけ 一週間だけ休む 一週間しか休まない
V0000372039	抗鬱剤　（こううつやく）
V0000372040	失敗（しっぱい） すべての努力は失敗に終わった
V0000372041	お腹が空いた時 店が休みのとき 暇な時
V0000372042	大根（だいこん）
V0000372043	腎臓（じんぞう） 腎臓が悪いです
V0000372044	引き分け（ひきわけ） その試合は６対６引き分けに終わった
V0000372045	臨時（な）（りんじ） 臨時教員
V0000372046	追う（おいます） 最新の流行を追うのは大変お金がかかる 彼は警察に追われている
V0000372047	時刻表(じこくひょう) ダイヤ 電車時刻表
V0000372048	ヒンドゥー教 ヒンズー教 
V0000372049	ブーツ
V0000372050	～を　要する（ようする） ～を　要求する（ようきゅう）
V0000372051	間違いを直す（なおす） 先生、日本語で手紙を書いたんですが、間違いを直していただけませんか
V0000372052	ドリル ドリルで穴を開ける
V0000372053	ゆっくり ゆっくり休んでください
V0000372054	陳述（ちんじゅつ） 陳述書（ちんじゅつしょ） 弁護士は詳しい陳述をした
V0000372055	～を　汚す（よごします） 汚れる（よごれます
V0000372056	有毒（な）（ゆうどく）
V0000372057	火口（かこう） 河口（かこう）
P0000158595	勤める（つとめます） 働く（はたらきます）
P0000158595	彼女は病院に看護師として勤めている
P0000158596	共同する（きょうどう）
P0000158596	協力する（きょうりょく）
P0000158596	共同で店を経営する
V0000372058	歌詞（かし） 菓子（かし）
V0000372059	車の免許（めんきょ）
V0000372060	ほっそりした スマートな 腰のほっそりとした娘
P0000158597	証券（しょうけん） 株（かぶ） 
P0000158597	証券会社（しょうけんがいしゃ）
V0000372061	オタク お宅（おたく）
V0000372062	鼻面（はなづら）
V0000372063	めっきり めっきり涼しくなった
V0000372064	読書家（どくしょか）
P0000158598	空ける（あけます） 開ける（あける）
P0000158598	箱を空ける 席を開ける 部屋を開ける
V0000372065	問題（もんだい）
V0000372066	すっかり このあたりはすっかり変わってしまった
V0000372067	財布（さいふ） どこかで財布を落としてしまった
V0000372068	垣（かき） 塀（へい） 垣根（かきね）
V0000372069	電気屋（でんきや）
V0000372070	霞（かすみ） 霧（きり） 霞む（かすみます）　 年をとって目が霞んだ
V0000372071	梅（うめ）, プラム 梅の花は３月に咲く（さく）
V0000372072	反対する（はんたい） 　 反対に、... 私はこれに反対する
V0000372073	一年生（いちねんせい） 新入生（しんにゅうせい） 一年生の中ではだれが一番髪が長い
P0000158599	冷暖房（れいだんぼう） 
P0000158599	冷房（れいぼう） 
P0000158599	クーラー 
P0000158599	エアコン 
P0000158600	一環（いっかん） 
P0000158600	それは一連の事件の一環に過ぎない
V0000372074	末っ子（すえっこ）
V0000372075	万引する（まんびき） 万引きするところを見つかる
V0000372076	電話室（でんわしつ） 電話ボックス
V0000372077	堅苦しい（かたくるしい） ずいぶん堅苦しい人だ 堅苦しいことはやめよう
V0000372078	長崎（ながさき） 長崎が一番好きです。
V0000372079	中華料理（ちゅうかりょうり）
V0000372080	こうのとり
V0000372081	手品（てじな） 手品を使う 彼はトランプの手品が上手だ
V0000372082	芸者（げいしゃ）
