V0000361331	木星（もくせい） あの上の方で光っている星は木星だ
V0000366278	ゆっくり ゆっくり休んでください
V0000366279	陳述（ちんじゅつ） 陳述書（ちんじゅつしょ） 弁護士は詳しい陳述をした
V0000366280	～を　汚す（よごします） 汚れる（よごれます
V0000366281	有毒（な）（ゆうどく）
V0000366282	火口（かこう） 河口（かこう）
P0000157423	勤める（つとめます） 働く（はたらきます）
P0000157423	彼女は病院に看護師として勤めている
P0000157424	共同する（きょうどう）
P0000157424	協力する（きょうりょく）
P0000157424	共同で店を経営する
V0000366283	歌詞（かし） 菓子（かし）
V0000366284	車の免許（めんきょ）
V0000366285	ほっそりした スマートな 腰のほっそりとした娘
P0000157425	証券（しょうけん） 株（かぶ） 
P0000157425	証券会社（しょうけんがいしゃ）
V0000366286	オタク お宅（おたく）
V0000366287	鼻面（はなづら）
V0000366288	めっきり めっきり涼しくなった
V0000366289	読書家（どくしょか）
P0000157426	空ける（あけます） 開ける（あける）
P0000157426	箱を空ける 席を開ける 部屋を開ける
V0000366290	問題（もんだい）
V0000366291	すっかり このあたりはすっかり変わってしまった
V0000366292	財布（さいふ） どこかで財布を落としてしまった
V0000366293	垣（かき） 塀（へい） 垣根（かきね）
V0000366294	電気屋（でんきや）
V0000366295	霞（かすみ） 霧（きり） 霞む（かすみます）　 年をとって目が霞んだ
V0000366296	梅（うめ）, プラム 梅の花は３月に咲く（さく）
V0000366297	反対する（はんたい） 　 反対に、... 私はこれに反対する
V0000366298	一年生（いちねんせい） 新入生（しんにゅうせい） 一年生の中ではだれが一番髪が長い
P0000157427	冷暖房（れいだんぼう） 
P0000157427	冷房（れいぼう） 
P0000157427	クーラー 
P0000157427	エアコン 
P0000157428	一環（いっかん） 
P0000157428	それは一連の事件の一環に過ぎない
V0000366299	末っ子（すえっこ）
V0000366300	万引する（まんびき） 万引きするところを見つかる
V0000366301	電話室（でんわしつ） 電話ボックス
V0000366302	堅苦しい（かたくるしい） ずいぶん堅苦しい人だ 堅苦しいことはやめよう
V0000366303	長崎（ながさき） 長崎が一番好きです。
V0000366304	中華料理（ちゅうかりょうり）
V0000366305	こうのとり
V0000366306	手品（てじな） 手品を使う 彼はトランプの手品が上手だ
V0000366307	芸者（げいしゃ）
P0000157429	超える（こえます） 超過する（ちょうか）
P0000157429	私は文化の壁を越える方法を知っています
V0000366308	水タバコ（みずたばこ） 水パイプ（みずパイプ） 水タバコを吸う
V0000366309	ミュージシャン 彼女意見では、今まで見た中で彼が最高のミュージシャンです
V0000366310	軍靴（ぐんか） 
V0000366311	木苺（きいちご）
V0000366312	未亡人（みぼうじん）
V0000366313	生徒（せいと） 学徒（がくと）
V0000366314	肩甲骨（けんこうこつ）
V0000366315	いちゃいちゃする 私は昨日彼らが喫茶店でいちゃいちゃしているのを見た
V0000366316	ゆっくり ゆっくり話してください
P0000157430	独り善がり（な/の） （ひとりよがり） 生意気（な）（なまいき）
P0000157430	彼はいつも独り善がりだ
V0000366317	比較（ひかく）
V0000366318	踊る（おどります） ダンスする
P0000157431	しんどい 
P0000157431	面倒 めんどうくさい　 この資料を全部読むのはしんどい しんどい仕事
V0000366319	路肩（ろかた）
V0000366320	海綿（かいめん） スポンジ
V0000366321	飛ぶ（とびます）
V0000366322	処方せん（しょほうせん） 　 処方箋を書く 薬局にこの処方箋を持っていってください
V0000366323	行事（ぎょうじ） 日本の行事たいてい中国から来ました
V0000366324	言語学（げんごがく）
P0000157432	外部（の）（がいぶ）
P0000157432	外側（そとがわ）
P0000157432	屋外（おくがい）
P0000157432	外部から 建物の外部 外部からの刺激
V0000366325	滑稽（な）（こっけい） 滑稽なことを言う
V0000366326	引っくり返す（ひっくりかえす） クレープをひっくり返す アルバムを引っ繰り返してこの写真を見つけた
V0000366327	民間伝説 （みんかんでんせつ） 「民間伝説」といのはどういうことですか
V0000366328	さあ さあ、行こう！ さあ、知りません
P0000157433	テキスト 
P0000157433	教科書（きょうかしょ） テキストの１０ページを開いて下さい
V0000366329	流入（りゅうにゅう） 移民の流入 流入する
P0000157434	小物（こもの） 
P0000157434	小物入れ
V0000366330	太平洋（たいへいよう）
P0000157435	饂飩（うどん）
P0000157435	蕎麦（そば） 
P0000157436	快適（な）（かいてき） 居心地がいい 
P0000157436	快適なベッド
V0000366331	キルギス
V0000366332	闇市（やみいち）
P0000157437	地震（じしん） 自身（じしん）
P0000157437	自信（じしん）
V0000366333	人前に出る（ひとまえにでる） 俳優は人前に出る
P0000157438	大切（な）（たいせつ）
P0000157438	重要（な）（じゅうよう）
P0000157438	大事（な）（だいじ）
P0000157438	重大（な）（じゅうだい）
V0000366334	空っぽ（な/の）（からっぽ） 頭のからっぽな人 からっぽの箱
P0000157439	赤っ恥（あかっぱじ）
P0000157439	恥（はじ）
P0000157439	赤っ恥をかく 赤恥をかかせる
V0000366335	たくましい 村の女たちはたくましい体つきをしていた
V0000366336	ランプ ランプが付けてあります
V0000366337	音（おと） このピアノはいい音がする
V0000366338	直（な）（ちょくせつ） 私は直接にその情報を手に入れた
V0000366339	囚人（しゅうじん） 囚人服（しゅうじんふく）
V0000366340	コンピューター パソコン パソコンで書く
P0000157440	加える（くわえます） 足す（たします） 追加する（ついか）
P0000157440	3に4を加えると7だ 危害を加える
V0000366341	ステンレス製のスチール ステンレス製の鉄鋼（てっこう）
V0000366342	そっと 彼は私のポケットにそっとお金を入れた
V0000366343	沖（おき） 海岸から約１マイル沖に漁船が見えた
V0000366344	無くなる（なくなります） その中のいくつかはもう無くなりました
P0000157441	支持する（しじ） 支える（ささえます）
P0000157441	できるだけ君を支持するよ
V0000366345	きつい 厳しい（きびしい） つらい きつい日程 きつい仕事 きつい規則
P0000157442	(俗) 
P0000157442	団子っ鼻（だんごっぱな） 団子鼻（だんごばな）
V0000366346	監督する（かんとく） 監督（する人） そのチームの監督は突然辞めた 生徒を監督する
V0000366347	親せき（しんせき） 親類（しんるい） 母方（ははかた）の親類 父方（ちちかた）の親類
V0000366348	ステッキ 祖父はステッキがないと歩ける
V0000366349	一回（いっかい） 一度（いちど）
V0000366350	～につき 一時間につき１００円 この仕事は一時間につき六ドルもらえる
V0000366351	酸素ボンベ 　 酸素ボンベなしで潜る
V0000366352	と共に（とともに） 同時に（どうじに） 小林は学生を指導すると共に、研究にも力を入れている
P0000157443	平らげる（たいらげます）
P0000157443	食べきる 大きなステーキをまたたく間に平らげた
V0000366353	ジェット機（き）
P0000157444	岸（きし）　　
P0000157444	騎士（きし） 海辺（うみべ）
P0000157444	海岸（かいがん）
P0000157444	川の向こう岸に 壊れたボートが岸に打ち上げられた
V0000366354	クレープ パンケーキ
P0000157445	日にち（ひにち） 日付（ひづけ）
P0000157445	年月日（ねんがっぴ）
P0000157445	出発の日にちを決めよう
V0000366355	にわか雨（にわかあめ） 学校に行く途中、私はにわか雨に会った
P0000157446	支配する（しはい） 
P0000157446	統治する（とうち）
P0000157446	だれかの支配の下にある これらの地方は皆ローマ帝国の支配の下にあった
V0000366356	見ぬが花 
V0000366357	エチケット それはエチケットの問題だ
V0000366358	祖先（そせん） 先祖（せんぞ） 子孫（しそん）
V0000366359	～に　詳しい（くわしい） ～に　精通する（せいつう） ～を　通じる（つうじます） 彼は日本の歴史に詳しいです
V0000366360	霊安室（れいあんしつ）
P0000157447	間柄（あいだがら）
P0000157447	関係（かんけい） 
P0000157447	お二人の間柄は？ いとこの間柄です
V0000366361	水一杯（みずいっぱい）
